0,1,2,3,4,5,6,7,8,9,10,11,12,13
1.0,0.4668510898277908,0.14067393343516058,0.20917604005852727,0.09833451353196221,0.48337121137845906,0.31616079811299785,0.22625713844364528,0.21327518933352996,0.18602694369513634,0.22259095575266052,0.5594342468770944,0.1935062714950453,0.2420030252576977
1.0,0.47037265260762595,0.2140676481176491,0.16663832408590382,0.2976949983587684,0.48337121137845906,0.1787161208652287,0.16901514900784673,0.12377311597926102,0.11600470615979655,0.12249599952865943,0.08386684579205816,0.12161690920034057,0.12060976999853393
1.0,0.2730964132884386,0.4376596672344999,0.2059688206216143,0.14899022588005342,0.4833407272227941,0.19113728095986596,0.2394421545091587,0.2504958880154905,0.2025196044296892,0.3411538755829868,0.16667227204877252,0.2044832740158038,0.29369688072970374
1.0,0.470979782033405,0.236482596845608,0.20917604005852727,0.2361903541360776,0.48337121137845906,0.24298178657739863,0.17571636416346598,0.15320739865831892,0.1668623899117954,0.17625438530126358,0.1649583073339029,0.19138568145744525,0.2288066544614004
1.0,0.18546906315779976,0.2115033314052216,0.20751361861680437,0.16487459192954146,0.2431863058570529,0.20145500895341623,0.23474943025697936,0.15706173035752438,0.1743883125379099,0.1992340176808145,0.17028650517683142,0.17359169418170325,0.19437433076765556
1.0,0.47037265260762595,0.20591818398201364,0.20917604005852727,0.1958380680504695,0.48337121137845906,0.27302691345149527,0.22625713844364528,0.1678300443053385,0.19921551404767962,0.22259095575266052,0.20881506437452654,0.19138568145744525,0.18582619012902188
1.0,0.21661610617909446,0.3054951772016504,0.4616362568006516,0.3415569044671139,0.48333384183356637,0.2547449919037469,0.21585871267076082,0.0858037937351847,0.03202753597755227,0.42647634159772063,0.10857070139821948,0.18457906621638914,0.2487983534292152
1.0,0.21661610617909446,0.31778840996080165,0.4646359304135077,0.1266416164005918,0.48333384183356637,0.23042461511432455,0.19328844403621898,0.11756126485172977,0.13906188763922472,0.1918122947862854,0.19397990712970056,0.013768936353924323,0.23252867966623245
1.0,0.20490541698740064,0.3070478916613665,0.4646359304135077,0.1266416164005918,0.48333384183356637,0.25635145966827744,0.19328844403621898,0.20332049531628643,0.11696149803489052,0.1918122947862854,0.08933853111195088,0.19131799377933098,0.2330063543558271
1.0,0.2730964132884386,0.4376596672344999,0.2059688206216143,0.14899022588005342,0.4833407272227941,0.2575557274768885,0.2294551286049765,0.2504958880154905,0.21875097701402318,0.18429852564928872,0.4815812229327905,0.4132805451851936,0.24888245276523338
1.0,0.47037265260762595,0.1041214479427394,0.19395499485141304,0.15769696196673036,0.48337121137845906,0.2231156445135867,0.22625713844364528,0.12383255037695337,0.13449048446710618,0.1162005990319399,0.20089733433751997,0.1060712127873555,0.210387477692816
1.0,0.29532845763683957,0.43988006277112973,0.1770109426599573,0.18651790313617658,0.4833407272227941,0.15849741471476023,0.2665973821784513,0.14343835446343398,0.5465536830898649,0.20856512570740776,0.44283747777827687,0.29198047451572273,0.20309728666707014
1.0,0.2768797535782418,0.44166289531930053,0.2059688206216143,0.2270230690484645,0.4833407272227941,0.20172053287840552,0.2294551286049765,0.15884578972410915,0.18146811737780727,0.2435323926843185,0.23979054233846742,0.10914060220927461,0.11191154912221027
1.0,0.24037673409469634,0.20694648721509262,0.2062986422920255,0.14049008703641144,0.4834033295449701,0.1944792259800794,0.16389709164955873,0.12787578664601845,0.17037985721550203,0.01056049571349652,0.2043592850507853,0.10300025590066006,0.1501006957633529
1.0,0.24037673409469634,0.20606945693566325,0.16588484613005433,0.14049008703641144,0.4834033295449701,0.1305592333332489,0.16389709164955873,0.13338107052578035,0.3113575244028648,0.13581186696155678,0.3628322655898507,0.2945759959412034,0.3138246423067156
1.0,0.1951038872168821,0.23226160823284603,0.20751361861680437,0.09867708836150595,0.2431863058570529,0.20385315269613216,0.22363806847587878,0.1552809369553643,0.3936379686473622,0.20973305538560477,0.20104082721032845,0.2013247382700428,0.27558056285955174
1.0,0.2768797535782418,0.4410258810103923,0.22456176884935006,0.14899022588005342,0.4833407272227941,0.06254060080312081,0.22273010285549086,0.14343835446343398,0.3440594423054146,0.2581794141548029,0.36583478306860956,0.13320876702177742,0.22372898991209975
1.0,0.21045776111873668,0.2320884919432635,0.20751361861680437,0.09867708836150595,0.2431863058570529,0.23746502396572183,0.20282642600951747,0.16555304834402235,0.22124646444514753,0.12304032180825941,0.21000568947588147,0.19876051888652985,0.28378247536051227
1.0,0.21851719924327798,0.3070478916613665,0.4646359304135077,0.18029448110042762,0.48333384183356637,0.19134751696482816,0.19328844403621898,0.13445843796631146,0.21815842335439403,0.1918122947862854,0.2160797475670474,0.1197547968918167,0.24577157347078427
1.0,0.47037265260762595,0.20591818398201364,0.20917604005852727,0.4570154571515304,0.48337121137845906,0.19305870107914927,0.25554930709659884,0.4813120450993256,0.21876623909784254,0.2789657976918326,0.21928777081031003,0.2623318426233185,0.11301089791368554
1.0,0.15185170799100464,0.15525420764985637,0.18795108719445724,0.09867708836150595,0.2431863058570529,0.1756499236884325,0.23022622909850093,0.2211479528271903,0.09931378094625894,0.22095861687603457,0.036561974177930424,0.19063596113396547,0.1362958158491847
1.0,0.25249827657861273,0.22115270602640255,0.208840205013443,0.14049008703641144,0.4834033295449701,0.14166657759531096,0.1816218559709291,0.10656826396041061,0.18891654767218227,0.2056996175598946,0.28435730606625503,0.19352091226195822,0.11672574465993991
1.0,0.47037265260762595,0.20591818398201364,0.20917604005852727,0.37650745950528575,0.4964574969377165,0.14641008682463266,0.18629092164775862,0.16463301937658267,0.1507347425802059,0.1318815782810603,0.09000209006953479,0.18427789905641934,0.20634043505038518
1.0,0.47037265260762595,0.20591818398201364,0.20917604005852727,0.14660579298861195,0.48337121137845906,0.17502756050467144,0.2489616776679095,0.1678300443053385,0.24028925762683562,0.3224302804801354,0.2706098890031481,0.19896450299984142,0.2584232445502082
1.0,0.470979782033405,0.236482596845608,0.20917604005852727,0.0980690828229928,0.48337121137845906,0.18081883336762378,0.11957733945376971,0.13017365022308106,0.11375033517896985,0.25204891831691756,0.15621755079256378,0.19138568145744525,0.12918421908332112
